"","Date","LocalName","Name","CountryCode","Fixed","Global","LaunchYear","Type","Counties"
"278",2023-05-31,"Día de la Región Castilla-La Mancha","Day of Castilla-La Mancha","ES",TRUE,FALSE,NA,"Public","ES-CM"
"279",2023-06-08,"Corpus Christi","Corpus Christi","ES",FALSE,FALSE,NA,"Public","ES-CM"
"280",2023-06-09,"Día de La Rioja","Day of La Rioja","ES",TRUE,FALSE,NA,"Public","ES-RI"
"281",2023-06-09,"Día de la Región de Murcia","Day of Murcia","ES",TRUE,FALSE,NA,"Public","ES-MC"
"282",2023-06-24,"Sant Joan","St. John's Day","ES",TRUE,FALSE,NA,"Public","ES-CT,ES-VC"
"283",2023-07-25,"Santiago Apóstol","Santiago Apóstol","ES",TRUE,FALSE,NA,"Public","ES-CL,ES-GA,ES-NC,ES-PV"
"284",2023-07-28,"Día de las Instituciones de Cantabria","Day of the Cantabrian Institutions","ES",TRUE,FALSE,NA,"Public","ES-CB"
"285",2023-08-15,"Asunción","Assumption","ES",FALSE,TRUE,NA,"Public","All"
"286",2023-09-08,"Día de Asturias","Day of Asturias","ES",TRUE,FALSE,NA,"Public","ES-AS"
"287",2023-09-08,"Día de Extremadura","Day of Extremadura","ES",TRUE,FALSE,NA,"Public","ES-EX"
"288",2023-09-11,"Diada Nacional de Catalunya","National Day of Catalonia","ES",TRUE,FALSE,NA,"Public","ES-CT"
"289",2023-09-15,"La Bien Aparecida","Regional Holiday","ES",TRUE,FALSE,NA,"Public","ES-CB"
"290",2023-10-09,"Dia de la Comunitat Valenciana","Day of the Valencian Community","ES",TRUE,FALSE,NA,"Public","ES-VC"
"291",2023-10-12,"Fiesta Nacional de España","Fiesta Nacional de España","ES",TRUE,TRUE,NA,"Public","All"
"292",2023-11-01,"Día de todos los Santos","All Saints Day","ES",TRUE,TRUE,NA,"Public","All"
"293",2023-12-06,"Día de la Constitución","Constitution Day","ES",TRUE,TRUE,NA,"Public","All"
"294",2023-12-08,"Inmaculada Concepción","Immaculate Conception","ES",TRUE,TRUE,NA,"Public","All"
"295",2023-12-25,"Navidad","Christmas Day","ES",TRUE,TRUE,NA,"Public","All"
"296",2023-12-26,"Sant Esteve","St. Stephen's Day","ES",TRUE,FALSE,NA,"Public","ES-CT"
"297",2024-01-01,"Año Nuevo","New Year's Day","ES",TRUE,TRUE,1967,"Public","All"
"298",2024-01-06,"Día de Reyes / Epifanía del Señor","Epiphany","ES",TRUE,TRUE,NA,"Public","All"
"299",2024-02-28,"Día de Andalucía","Day of Andalucía","ES",TRUE,FALSE,NA,"Public","ES-AN"
"300",2024-03-01,"Dia de les Illes Balears","Day of the Balearic Islands","ES",TRUE,FALSE,NA,"Public","ES-IB"
"301",2024-03-28,"Jueves Santo","Maundy Thursday","ES",FALSE,FALSE,NA,"Public","ES-AN,ES-AR,ES-CL,ES-CM,ES-CN,ES-EX,ES-GA,ES-IB,ES-RI,ES-MD,ES-MC,ES-NC,ES-AS,ES-PV,ES-CB"
"302",2024-03-29,"Viernes Santo","Good Friday","ES",FALSE,TRUE,NA,"Public","All"
"303",2024-04-01,"Lunes de Pascua","Easter Monday","ES",FALSE,FALSE,1642,"Public","ES-CT,ES-IB,ES-RI,ES-NC,ES-PV,ES-VC"
"304",2024-04-23,"Día de Castilla y León","Castile and León Day","ES",TRUE,FALSE,NA,"Public","ES-CL"
"305",2024-04-23,"San Jorge (Día de Aragón)","Day of Aragón","ES",TRUE,FALSE,NA,"Public","ES-AR"
"306",2024-05-01,"Fiesta del trabajo","Labour Day","ES",TRUE,TRUE,NA,"Public","All"
"307",2024-05-02,"Fiesta de la Comunidad de Madrid","Day of Madrid","ES",FALSE,FALSE,NA,"Public","ES-MD"
"308",2024-05-17,"Día das Letras Galegas","Galician Literature Day","ES",TRUE,FALSE,NA,"Public","ES-GA"
"309",2024-05-30,"Corpus Christi","Corpus Christi","ES",FALSE,FALSE,NA,"Public","ES-CM"
"310",2024-05-30,"Día de Canarias","Day of the Canary Islands","ES",TRUE,FALSE,NA,"Public","ES-CN"
"311",2024-05-31,"Día de la Región Castilla-La Mancha","Day of Castilla-La Mancha","ES",TRUE,FALSE,NA,"Public","ES-CM"
"312",2024-06-09,"Día de La Rioja","Day of La Rioja","ES",TRUE,FALSE,NA,"Public","ES-RI"
"313",2024-06-09,"Día de la Región de Murcia","Day of Murcia","ES",TRUE,FALSE,NA,"Public","ES-MC"
"314",2024-06-24,"Sant Joan","St. John's Day","ES",TRUE,FALSE,NA,"Public","ES-CT,ES-VC"
"315",2024-07-25,"Santiago Apóstol","Santiago Apóstol","ES",TRUE,FALSE,NA,"Public","ES-GA,ES-PV"
"316",2024-07-28,"Día de las Instituciones de Cantabria","Day of the Cantabrian Institutions","ES",TRUE,FALSE,NA,"Public","ES-CB"
