X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60
27741.588847067625,1.036850858106166,29528.05310805982,1.036850858106166,25176.853854480018,1.036850858106166,21787.315259221177,1.036850858106166,27093.884751851667,1.036850858106166,23873.54840661206,1.036850858106166,21205.210585985264,1.036850858106166,27757.144860151617,1.036850858106166,28217.867336622177,1.036850858106166,26180.89664834458,1.036850858106166,27715.52573310218,1.036850858106166,27492.805943195628,1.036850858106166,23667.190446907836,1.036850858106166,20731.581576310313,1.036850858106166,26939.96283521611,1.036850858106166,28080.40315972209,1.036850858106166,28432.299624428146,1.036850858106166,27644.569296242968,1.036850858106166,27363.82171235421,1.036850858106166,23559.05143017275,1.036850858106166,20705.45467014288,1.036850858106166,26881.236128755787,1.036850858106166,27927.051275307273,1.036850858106166,27577.526974197383,1.036850858106166,27788.071123319485,1.036850858106166,27368.43770478064,1.036850858106166,23674.446808481654,1.036850858106166,23078,1.036850858106166,20001,1.036850858106166,27610,1.036850858106166
28658.731437006492,1.036850858106166,29519.316163518277,1.036850858106166,24966.50595982573,1.036850858106166,22305.598417913818,1.036850858106166,27050.682691751215,1.036850858106166,24034.023992182723,1.036850858106166,21930.414477010218,1.036850858106166,28921.37318531919,1.036850858106166,28170.37520134324,1.036850858106166,26080.56610515223,1.036850858106166,27469.54157583074,1.036850858106166,27301.11853719353,1.036850858106166,23603.658943820392,1.036850858106166,21420.315534032572,1.036850858106166,27755.03121730096,1.036850858106166,27811.064592879953,1.036850858106166,28248.18659268668,1.036850858106166,27567.19056111356,1.036850858106166,27189.696350727983,1.036850858106166,23656.546865068456,1.036850858106166,21274.782904049724,1.036850858106166,27882.12879374915,1.036850858106166,27766.60464205274,1.036850858106166,27359.67571700122,1.036850858106166,27651.287281640936,1.036850858106166,27257.045209743836,1.036850858106166,23712.519384835115,1.036850858106166,23649,1.036850858106166,20502,1.036850858106166,27590,1.036850858106166
28954.26285003532,1.036850858106166,29379.468482959455,1.036850858106166,24488.916911178007,1.036850858106166,22330.61127594486,1.036850858106166,26752.192305385863,1.036850858106166,23826.337515152223,1.036850858106166,22098.146825150845,1.036850858106166,29159.850519847663,1.036850858106166,27875.484934539407,1.036850858106166,25609.368408922677,1.036850858106166,26953.996899958864,1.036850858106166,26842.855101109966,1.036850858106166,23389.06531990344,1.036850858106166,21374.27522303809,1.036850858106166,27736.521612572826,1.036850858106166,27459.335914683976,1.036850858106166,27827.510209241707,1.036850858106166,27328.997651531456,1.036850858106166,27105.995438898113,1.036850858106166,23395.13485701634,1.036850858106166,21308.990583794824,1.036850858106166,28091.170899859608,1.036850858106166,27466.02377084505,1.036850858106166,27252.969074567143,1.036850858106166,27398.14880939381,1.036850858106166,26888.71096480446,1.036850858106166,23517.777534704255,1.036850858106166,23568,1.036850858106166,20615,1.036850858106166,27520,1.036850858106166
28907.75449296645,1.036850858106166,29003.554934513628,1.036850858106166,24123.69998921469,1.036850858106166,22497.56883369948,1.036850858106166,26494.537123031667,1.036850858106166,23598.412900950218,1.036850858106166,21854.616003402007,1.036850858106166,28954.384098613365,1.036850858106166,27582.309573755887,1.036850858106166,25008.386907557247,1.036850858106166,26791.006607804968,1.036850858106166,26641.709689613846,1.036850858106166,23053.083826919283,1.036850858106166,21148.109172784632,1.036850858106166,27381.256105728575,1.036850858106166,27106.724890683472,1.036850858106166,27702.106495989938,1.036850858106166,27195.315542765984,1.036850858106166,27040.65867971332,1.036850858106166,23313.048092538946,1.036850858106166,21250.96412954019,1.036850858106166,28133.694938194425,1.036850858106166,27445.113787443028,1.036850858106166,27273.84023758842,1.036850858106166,27327.95098323253,1.036850858106166,26796.694533799942,1.036850858106166,23377.40142266357,1.036850858106166,23488,1.036850858106166,20598,1.036850858106166,27638,1.036850858106166
28966.95963706496,1.036850858106166,29029.05654444583,1.036850858106166,24106.80949533418,1.036850858106166,22655.063937003273,1.036850858106166,26592.236346675545,1.036850858106166,23647.70957458447,1.036850858106166,21988.08050521622,1.036850858106166,28797.69662758227,1.036850858106166,27673.807992385337,1.036850858106166,25788.766359788693,1.036850858106166,26921.89860305762,1.036850858106166,26822.673788939323,1.036850858106166,22938.223403465552,1.036850858106166,21173.45149384759,1.036850858106166,27475.456737977012,1.036850858106166,27472.806452564557,1.036850858106166,27670.667841166924,1.036850858106166,27198.98273022409,1.036850858106166,27120.68466159389,1.036850858106166,23251.892128294905,1.036850858106166,21376.068897626,1.036850858106166,28269.64305019653,1.036850858106166,27745.04580422297,1.036850858106166,27515.458999867624,1.036850858106166,27513.25455267688,1.036850858106166,26934.607251326055,1.036850858106166,23361.28651063947,1.036850858106166,23382,1.036850858106166,20856,1.036850858106166,27601,1.036850858106166
28649.39463956401,1.036850858106166,28864.633788075414,1.036850858106166,23848.97131695893,1.036850858106166,22594.479528219817,1.036850858106166,26360.21571057397,1.036850858106166,23393.736463273603,1.036850858106166,21913.88839752022,1.036850858106166,28308.394224069565,1.036850858106166,27431.244882161256,1.036850858106166,25651.250593019267,1.036850858106166,26556.035803863037,1.036850858106166,26516.405778399723,1.036850858106166,22614.99817109432,1.036850858106166,21072.576756791175,1.036850858106166,27131.608887101585,1.036850858106166,27278.820223481896,1.036850858106166,27167.52870409439,1.036850858106166,26787.8514717956,1.036850858106166,26741.90195728855,1.036850858106166,23071.714070497863,1.036850858106166,21389.881961996503,1.036850858106166,27935.918317928845,1.036850858106166,27402.27631353841,1.036850858106166,27208.673553360062,1.036850858106166,27340.484430763532,1.036850858106166,26709.37186735806,1.036850858106166,23054.35217935532,1.036850858106166,22977,1.036850858106166,21184,1.036850858106166,27070,1.036850858106166
27088.19722396292,1.036850858106166,28172.51136403557,1.036850858106166,23454.10072425847,1.036850858106166,21471.59554801848,1.036850858106166,25999.80991360587,1.036850858106166,22733.595393221505,1.036850858106166,21005.543426383218,1.036850858106166,26966.54647108649,1.036850858106166,26911.540898261817,1.036850858106166,24812.61627373368,1.036850858106166,26080.34776099527,1.036850858106166,25971.719847438937,1.036850858106166,22016.19013107823,1.036850858106166,20328.772195274538,1.036850858106166,25924.371716318645,1.036850858106166,26790.010768206103,1.036850858106166,26289.472803094748,1.036850858106166,26199.87527722684,1.036850858106166,26131.390720885815,1.036850858106166,22292.197157559334,1.036850858106166,20683.52807847067,1.036850858106166,26322.325702887425,1.036850858106166,26612.888183880397,1.036850858106166,26508.393718510884,1.036850858106166,26653.694374029143,1.036850858106166,25942.378897577662,1.036850858106166,22430.89742275668,1.036850858106166,22079,1.036850858106166,19959,1.036850858106166,26312,1.036850858106166
26084.854512272825,1.036850858106166,27706.253088813777,1.036850858106166,23039.52357888159,1.036850858106166,20719.76937379823,1.036850858106166,25702.726503119324,1.036850858106166,22403.851581551862,1.036850858106166,20585.85118990415,1.036850858106166,26364.15123407656,1.036850858106166,26328.9377582095,1.036850858106166,24156.633978543825,1.036850858106166,25778.83519271669,1.036850858106166,25717.780373822956,1.036850858106166,21890.958951467528,1.036850858106166,20059.23593548539,1.036850858106166,25007.465622886863,1.036850858106166,26581.75548475982,1.036850858106166,25905.83002753511,1.036850858106166,25734.536226506814,1.036850858106166,25910.64104273759,1.036850858106166,21937.675878696275,1.036850858106166,20451.050827975178,1.036850858106166,25392.361814823056,1.036850858106166,26099.33233888376,1.036850858106166,26064.120034031213,1.036850858106166,26195.043084709025,1.036850858106166,25693.97180250244,1.036850858106166,22099.43286820911,1.036850858106166,21359,1.036850858106166,19286,1.036850858106166,25981,1.036850858106166
25857.86473261114,1.036850858106166,27806.538828542965,1.036850858106166,23069.848314651572,1.036850858106166,20740.504622227974,1.036850858106166,25569.818873961824,1.036850858106166,22435.00939490375,1.036850858106166,20854.12218032056,1.036850858106166,26466.82740428315,1.036850858106166,26324.434101631556,1.036850858106166,24303.088683896895,1.036850858106166,25852.661459798517,1.036850858106166,25782.994555736568,1.036850858106166,22290.54873911834,1.036850858106166,20810.002239744244,1.036850858106166,25208.207693311328,1.036850858106166,27036.138414736823,1.036850858106166,26176.423281796982,1.036850858106166,25753.141698224972,1.036850858106166,26080.645536906555,1.036850858106166,22227.595223980537,1.036850858106166,20782.5173371492,1.036850858106166,25917.858636392622,1.036850858106166,26296.058736546693,1.036850858106166,26235.356550249133,1.036850858106166,26256.152924294955,1.036850858106166,25868.759584264833,1.036850858106166,22471.225350513247,1.036850858106166,21713,1.036850858106166,19794,1.036850858106166,26386,1.036850858106166
26536.795075045728,1.036850858106166,27850.063383764504,1.036850858106166,23189.753892891706,1.036850858106166,21153.09991379639,1.036850858106166,25777.4552511622,1.036850858106166,23092.30722004812,1.036850858106166,21822.45872413125,1.036850858106166,26913.461850663298,1.036850858106166,26381.8871395898,1.036850858106166,24927.461957091626,1.036850858106166,26189.65250532004,1.036850858106166,26195.7389290967,1.036850858106166,23062.399978432753,1.036850858106166,21816.1468073082,1.036850858106166,25875.33748736299,1.036850858106166,27437.886127449114,1.036850858106166,26649.44756140861,1.036850858106166,26148.779343833292,1.036850858106166,26358.535508601824,1.036850858106166,22901.646925014975,1.036850858106166,21625.512105084246,1.036850858106166,26343.295918216285,1.036850858106166,26603.16224098039,1.036850858106166,26599.198982426435,1.036850858106166,26476.237081702773,1.036850858106166,26361.717671343515,1.036850858106166,23082.435003407547,1.036850858106166,22455,1.036850858106166,21153,1.036850858106166,27041,1.036850858106166
27373.921613785937,1.036850858106166,28288.54510514573,1.036850858106166,23743.78285446579,1.036850858106166,22113.907602887033,1.036850858106166,26495.906128792783,1.036850858106166,23882.140067459663,1.036850858106166,23003.793597508735,1.036850858106166,27441.608128331347,1.036850858106166,26923.939938555428,1.036850858106166,25867.8995942757,1.036850858106166,26886.664013589776,1.036850858106166,26911.061537210266,1.036850858106166,23887.667274391613,1.036850858106166,22934.973169424593,1.036850858106166,26589.215063228025,1.036850858106166,28146.90358411921,1.036850858106166,27410.055437470724,1.036850858106166,26907.961775322303,1.036850858106166,26881.677429819432,1.036850858106166,23705.281547488554,1.036850858106166,22577.580543082095,1.036850858106166,27011.321600440537,1.036850858106166,27355.765306714784,1.036850858106166,27180.401299752994,1.036850858106166,27254.53323965921,1.036850858106166,26990.912902197415,1.036850858106166,23737.611408074332,1.036850858106166,23445,1.036850858106166,22526,1.036850858106166,27934,1.036850858106166
28524.154137609206,1.036850858106166,29521.276085583628,1.036850858106166,24695.236833099323,1.036850858106166,23323.45311944877,1.036850858106166,27795.161989001503,1.036850858106166,24887.6529818145,1.036850858106166,24309.289411771384,1.036850858106166,28356.847676914214,1.036850858106166,28187.004391550363,1.036850858106166,27275.20639340072,1.036850858106166,28200.128258390407,1.036850858106166,27873.986885082777,1.036850858106166,24799.63483510743,1.036850858106166,24037.506673969787,1.036850858106166,27660.10481248006,1.036850858106166,29157.008668658666,1.036850858106166,28521.157224403843,1.036850858106166,27994.489308451717,1.036850858106166,27813.615247040285,1.036850858106166,24468.85791135225,1.036850858106166,23654.696498031182,1.036850858106166,27827.56820358399,1.036850858106166,28254.782479601858,1.036850858106166,28048.518733835743,1.036850858106166,28328.14136426881,1.036850858106166,27855.43301928759,1.036850858106166,24612.0037601272,1.036850858106166,24266,1.036850858106166,23711,1.036850858106166,28839,1.036850858106166
30266.414572959384,1.036850858106166,30789.447799391783,1.036850858106166,25634.338109014305,1.036850858106166,24836.38332691701,1.036850858106166,29547.92584818976,1.036850858106166,26528.78435213873,1.036850858106166,26052.015544465245,1.036850858106166,29677.854376163465,1.036850858106166,29618.16996628765,1.036850858106166,29208.239875949916,1.036850858106166,29681.79920642722,1.036850858106166,29077.599650545788,1.036850858106166,25827.819022821317,1.036850858106166,25512.65215689503,1.036850858106166,29051.5153293705,1.036850858106166,30238.108596830494,1.036850858106166,29547.75364934158,1.036850858106166,28995.490157753375,1.036850858106166,28812.440139207854,1.036850858106166,25478.42160130245,1.036850858106166,25114.354107792835,1.036850858106166,28875.672926916468,1.036850858106166,29410.8651474186,1.036850858106166,29120.07333095472,1.036850858106166,28866.126002355584,1.036850858106166,28649.481348775204,1.036850858106166,25539.820166906316,1.036850858106166,25304,1.036850858106166,25274,1.036850858106166,29648,1.036850858106166
29470.06723288631,1.036850858106166,29084.820056695895,1.036850858106166,24409.364136947843,1.036850858106166,24503.995678410887,1.036850858106166,28208.76449997301,1.036850858106166,25894.673573257976,1.036850858106166,25967.875801351656,1.036850858106166,28963.6456233487,1.036850858106166,28364.880121505525,1.036850858106166,28136.035474653327,1.036850858106166,28478.389671436173,1.036850858106166,27907.0824682259,1.036850858106166,25370.0475038275,1.036850858106166,25416.66926934096,1.036850858106166,28663.93478391987,1.036850858106166,28899.54761121366,1.036850858106166,28317.08349313195,1.036850858106166,28084.37079752936,1.036850858106166,27724.22664164554,1.036850858106166,25175.77984284004,1.036850858106166,25336.305889171417,1.036850858106166,28661.83424110926,1.036850858106166,28424.558899702955,1.036850858106166,28188.845053636192,1.036850858106166,27942.080951677875,1.036850858106166,27756.94015732871,1.036850858106166,25444.233531852857,1.036850858106166,25498,1.036850858106166,26061,1.036850858106166,28715,1.036850858106166
26961.4988539862,1.036850858106166,26261.914051718293,1.036850858106166,22301.37124729155,1.036850858106166,22664.49015889696,1.036850858106166,25561.438452956663,1.036850858106166,24021.91397835359,1.036850858106166,24270.070189637187,1.036850858106166,26454.59379555683,1.036850858106166,25838.042883944083,1.036850858106166,25641.56931472879,1.036850858106166,26084.1279971618,1.036850858106166,25563.329675488712,1.036850858106166,23572.994060259025,1.036850858106166,23805.160616040368,1.036850858106166,26300.416302754475,1.036850858106166,26277.502722037916,1.036850858106166,25847.11361115724,1.036850858106166,25854.665865467756,1.036850858106166,25414.68573270266,1.036850858106166,23464.40884109401,1.036850858106166,23741.86926642491,1.036850858106166,26259.425523250902,1.036850858106166,25943.663560728768,1.036850858106166,25756.5745884521,1.036850858106166,25627.89157923773,1.036850858106166,25487.424645606607,1.036850858106166,23718.557874858743,1.036850858106166,23893,1.036850858106166,24174,1.036850858106166,26043,1.036850858106166
24860.940959825897,1.036850858106166,20915.161860517157,1.036850858106166,21852.555558975015,1.036850858106166,23115.951975179192,1.036850858106166,23682.96019748212,1.036850858106166,22462.77388796284,1.036850858106166,22743.61767864696,1.036850858106166,24413.311988030968,1.036850858106166,23834.95920671097,1.036850858106166,23658.11152161301,1.036850858106166,24580.79087809274,1.036850858106166,23842.186700769496,1.036850858106166,22159.99617686436,1.036850858106166,22371.999256411986,1.036850858106166,24296.136036169355,1.036850858106166,24624.583811362027,1.036850858106166,24448.56716317111,1.036850858106166,24278.848649720487,1.036850858106166,23713.64433586551,1.036850858106166,22026.302537377953,1.036850858106166,22310.94165819003,1.036850858106166,24515.66740841593,1.036850858106166,24154.97579722352,1.036850858106166,24060.10387358413,1.036850858106166,24100.95456331107,1.036850858106166,23610.69811882504,1.036850858106166,22132.57082881455,1.036850858106166,22258,1.036850858106166,22425,1.036850858106166,24437,1.036850858106166
