X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
18219,18457,20927,21991,22296,21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133
18509,19868,23260,24198,24268,23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583
19094,22384,27176,27814,27630,27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019
19216,24116,29723,30064,29554,29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183
20205,24856,30227,30362,29535,29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019
21694,24978,29842,29642,28487,28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294
22942,24344,29266,28492,27288,27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320
23846,23856,28839,27904,26423,27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976
24267,23527,28366,27741,25884,26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968
24255,23634,28013,27283,25415,25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871
23364,22961,27382,26284,24833,24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100
22359,22219,27108,25476,24724,24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627
22118,22164,27503,25613,25258,24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772
22292,22944,27961,26324,25972,25310,22576,21264,25901,25125,25028,25772,25436,21918,20106,25646,26041,25486,25841,25452,21978,20160,25453,26165,26216,27833,26817,22906,22159,27706
23116,24696,28812,27455,27394,26483,23774,22748,27044,26827,26602,27169,26594,23640,21918,27025,27450,26707,27050,26784,23092,21956,26868,27223,27621,28615,27627,23709,23243,28008
25335,27352,30916,29671,29576,28067,25334,24744,28939,29231,28655,28904,27573,24397,23897,28706,29115,28565,28736,27821,24433,24033,28806,29240,29319,29755,28742,24691,24475,29138
27735,30351,32988,32079,31717,29814,27083,27015,30712,31261,30943,30915,29264,26203,26486,30680,30922,30402,30815,29454,26536,26441,30687,31208,31167,30941,30076,26522,26796,30469
27122,29072,30932,30158,29844,28165,26048,26281,28566,29184,28962,29035,27728,25509,26142,28770,28707,28368,28986,27986,25812,26145,29052,29489,29365,29224,28440,26044,26624,28817
24735,26437,27965,27227,26949,25955,24159,24404,25716,26441,26132,26591,25336,23604,24083,25922,25828,25610,26282,25723,23964,24195,26250,26542,26561,26547,26202,24044,24556,25846
22274,24108,25679,24967,24880,24165,22617,22684,23500,24566,24151,24670,24105,22159,22390,24002,24061,24039,24473,24102,22191,22448,24190,24528,24568,24745,24665,22459,22669,23639
20371,22353,23901,23444,23470,22681,21207,21227,22071,23261,22777,23482,22910,20761,21223,22918,22912,22859,23374,22711,20768,21051,22988,23086,23334,23448,23268,21001,21225,22263
19147,21234,22581,22461,22172,21474,20020,20321,21072,22228,21775,22533,21805,19705,20314,21786,22044,21902,22391,21587,19694,20177,21857,22131,22361,22502,22017,19869,20217,21262
18468,20624,21866,21969,21360,20560,19146,19766,20520,21759,21294,22017,21118,19072,19849,21284,21548,21346,21887,20911,19045,19704,21469,21635,21942,22109,21399,19163,19835,20683
18250,20445,21574,21771,21226,20189,18572,19580,20329,21509,21040,21863,20706,18656,19636,20942,21365,21201,21609,20559,18715,19610,21255,21574,21847,21842,20977,18900,19723,20584
18457,20927,21991,22296,21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133,21098
19868,23260,24198,24268,23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583,23142
22384,27176,27814,27630,27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019,26315
24116,29723,30064,29554,29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183,28447
24856,30227,30362,29535,29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019,28883
24978,29842,29642,28487,28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294,28666
24344,29266,28492,27288,27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320,28069
23856,28839,27904,26423,27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976,27587
23527,28366,27741,25884,26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968,27609
23634,28013,27283,25415,25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871,27360
22961,27382,26284,24833,24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100,26977
22219,27108,25476,24724,24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627,26467
22164,27503,25613,25258,24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772,26456
22944,27961,26324,25972,25310,22576,21264,25901,25125,25028,25772,25436,21918,20106,25646,26041,25486,25841,25452,21978,20160,25453,26165,26216,27833,26817,22906,22159,27706,26533
24696,28812,27455,27394,26483,23774,22748,27044,26827,26602,27169,26594,23640,21918,27025,27450,26707,27050,26784,23092,21956,26868,27223,27621,28615,27627,23709,23243,28008,27125
27352,30916,29671,29576,28067,25334,24744,28939,29231,28655,28904,27573,24397,23897,28706,29115,28565,28736,27821,24433,24033,28806,29240,29319,29755,28742,24691,24475,29138,28294
30351,32988,32079,31717,29814,27083,27015,30712,31261,30943,30915,29264,26203,26486,30680,30922,30402,30815,29454,26536,26441,30687,31208,31167,30941,30076,26522,26796,30469,29519
29072,30932,30158,29844,28165,26048,26281,28566,29184,28962,29035,27728,25509,26142,28770,28707,28368,28986,27986,25812,26145,29052,29489,29365,29224,28440,26044,26624,28817,28113
26437,27965,27227,26949,25955,24159,24404,25716,26441,26132,26591,25336,23604,24083,25922,25828,25610,26282,25723,23964,24195,26250,26542,26561,26547,26202,24044,24556,25846,25535
24108,25679,24967,24880,24165,22617,22684,23500,24566,24151,24670,24105,22159,22390,24002,24061,24039,24473,24102,22191,22448,24190,24528,24568,24745,24665,22459,22669,23639,23523
22353,23901,23444,23470,22681,21207,21227,22071,23261,22777,23482,22910,20761,21223,22918,22912,22859,23374,22711,20768,21051,22988,23086,23334,23448,23268,21001,21225,22263,22155
21234,22581,22461,22172,21474,20020,20321,21072,22228,21775,22533,21805,19705,20314,21786,22044,21902,22391,21587,19694,20177,21857,22131,22361,22502,22017,19869,20217,21262,20882
20624,21866,21969,21360,20560,19146,19766,20520,21759,21294,22017,21118,19072,19849,21284,21548,21346,21887,20911,19045,19704,21469,21635,21942,22109,21399,19163,19835,20683,20123
20445,21574,21771,21226,20189,18572,19580,20329,21509,21040,21863,20706,18656,19636,20942,21365,21201,21609,20559,18715,19610,21255,21574,21847,21842,20977,18900,19723,20584,19701
20927,21991,22296,21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133,21098,19409
23260,24198,24268,23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583,23142,19339
27176,27814,27630,27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019,26315,19550
29723,30064,29554,29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183,28447,19884
30227,30362,29535,29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019,28883,21210
29842,29642,28487,28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294,28666,22028
29266,28492,27288,27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320,28069,22137
28839,27904,26423,27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976,27587,22430
28366,27741,25884,26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968,27609,22686
28013,27283,25415,25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871,27360,22700
27382,26284,24833,24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100,26977,21133
27108,25476,24724,24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627,26467,20093
27503,25613,25258,24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772,26456,20110
27961,26324,25972,25310,22576,21264,25901,25125,25028,25772,25436,21918,20106,25646,26041,25486,25841,25452,21978,20160,25453,26165,26216,27833,26817,22906,22159,27706,26533,20780
28812,27455,27394,26483,23774,22748,27044,26827,26602,27169,26594,23640,21918,27025,27450,26707,27050,26784,23092,21956,26868,27223,27621,28615,27627,23709,23243,28008,27125,22123
30916,29671,29576,28067,25334,24744,28939,29231,28655,28904,27573,24397,23897,28706,29115,28565,28736,27821,24433,24033,28806,29240,29319,29755,28742,24691,24475,29138,28294,23780
32988,32079,31717,29814,27083,27015,30712,31261,30943,30915,29264,26203,26486,30680,30922,30402,30815,29454,26536,26441,30687,31208,31167,30941,30076,26522,26796,30469,29519,25996
30932,30158,29844,28165,26048,26281,28566,29184,28962,29035,27728,25509,26142,28770,28707,28368,28986,27986,25812,26145,29052,29489,29365,29224,28440,26044,26624,28817,28113,25960
27965,27227,26949,25955,24159,24404,25716,26441,26132,26591,25336,23604,24083,25922,25828,25610,26282,25723,23964,24195,26250,26542,26561,26547,26202,24044,24556,25846,25535,23908
25679,24967,24880,24165,22617,22684,23500,24566,24151,24670,24105,22159,22390,24002,24061,24039,24473,24102,22191,22448,24190,24528,24568,24745,24665,22459,22669,23639,23523,21916
23901,23444,23470,22681,21207,21227,22071,23261,22777,23482,22910,20761,21223,22918,22912,22859,23374,22711,20768,21051,22988,23086,23334,23448,23268,21001,21225,22263,22155,20530
22581,22461,22172,21474,20020,20321,21072,22228,21775,22533,21805,19705,20314,21786,22044,21902,22391,21587,19694,20177,21857,22131,22361,22502,22017,19869,20217,21262,20882,19707
21866,21969,21360,20560,19146,19766,20520,21759,21294,22017,21118,19072,19849,21284,21548,21346,21887,20911,19045,19704,21469,21635,21942,22109,21399,19163,19835,20683,20123,19255
21574,21771,21226,20189,18572,19580,20329,21509,21040,21863,20706,18656,19636,20942,21365,21201,21609,20559,18715,19610,21255,21574,21847,21842,20977,18900,19723,20584,19701,19201
21991,22296,21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133,21098,19409,19655
24198,24268,23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583,23142,19339,21746
27814,27630,27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019,26315,19550,24549
30064,29554,29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183,28447,19884,26339
30362,29535,29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019,28883,21210,26598
29642,28487,28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294,28666,22028,26382
28492,27288,27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320,28069,22137,26023
27904,26423,27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976,27587,22430,25662
27741,25884,26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968,27609,22686,25689
27283,25415,25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871,27360,22700,25518
26284,24833,24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100,26977,21133,25337
25476,24724,24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627,26467,20093,25134
25613,25258,24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772,26456,20110,24989
26324,25972,25310,22576,21264,25901,25125,25028,25772,25436,21918,20106,25646,26041,25486,25841,25452,21978,20160,25453,26165,26216,27833,26817,22906,22159,27706,26533,20780,25216
27455,27394,26483,23774,22748,27044,26827,26602,27169,26594,23640,21918,27025,27450,26707,27050,26784,23092,21956,26868,27223,27621,28615,27627,23709,23243,28008,27125,22123,26138
29671,29576,28067,25334,24744,28939,29231,28655,28904,27573,24397,23897,28706,29115,28565,28736,27821,24433,24033,28806,29240,29319,29755,28742,24691,24475,29138,28294,23780,27932
32079,31717,29814,27083,27015,30712,31261,30943,30915,29264,26203,26486,30680,30922,30402,30815,29454,26536,26441,30687,31208,31167,30941,30076,26522,26796,30469,29519,25996,30133
30158,29844,28165,26048,26281,28566,29184,28962,29035,27728,25509,26142,28770,28707,28368,28986,27986,25812,26145,29052,29489,29365,29224,28440,26044,26624,28817,28113,25960,28960
27227,26949,25955,24159,24404,25716,26441,26132,26591,25336,23604,24083,25922,25828,25610,26282,25723,23964,24195,26250,26542,26561,26547,26202,24044,24556,25846,25535,23908,26054
24967,24880,24165,22617,22684,23500,24566,24151,24670,24105,22159,22390,24002,24061,24039,24473,24102,22191,22448,24190,24528,24568,24745,24665,22459,22669,23639,23523,21916,24026
23444,23470,22681,21207,21227,22071,23261,22777,23482,22910,20761,21223,22918,22912,22859,23374,22711,20768,21051,22988,23086,23334,23448,23268,21001,21225,22263,22155,20530,22656
22461,22172,21474,20020,20321,21072,22228,21775,22533,21805,19705,20314,21786,22044,21902,22391,21587,19694,20177,21857,22131,22361,22502,22017,19869,20217,21262,20882,19707,21585
21969,21360,20560,19146,19766,20520,21759,21294,22017,21118,19072,19849,21284,21548,21346,21887,20911,19045,19704,21469,21635,21942,22109,21399,19163,19835,20683,20123,19255,20974
21771,21226,20189,18572,19580,20329,21509,21040,21863,20706,18656,19636,20942,21365,21201,21609,20559,18715,19610,21255,21574,21847,21842,20977,18900,19723,20584,19701,19201,20809
22296,21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133,21098,19409,19655,21149
24268,23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583,23142,19339,21746,22917
27630,27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019,26315,19550,24549,25619
29554,29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183,28447,19884,26339,27280
29535,29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019,28883,21210,26598,27431
28487,28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294,28666,22028,26382,27302
27288,27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320,28069,22137,26023,26884
26423,27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976,27587,22430,25662,26483
25884,26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968,27609,22686,25689,26441
25415,25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871,27360,22700,25518,26037
24833,24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100,26977,21133,25337,25391
24724,24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627,26467,20093,25134,25036
25258,24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772,26456,20110,24989,25052
25972,25310,22576,21264,25901,25125,25028,25772,25436,21918,20106,25646,26041,25486,25841,25452,21978,20160,25453,26165,26216,27833,26817,22906,22159,27706,26533,20780,25216,25693
27394,26483,23774,22748,27044,26827,26602,27169,26594,23640,21918,27025,27450,26707,27050,26784,23092,21956,26868,27223,27621,28615,27627,23709,23243,28008,27125,22123,26138,26460
29576,28067,25334,24744,28939,29231,28655,28904,27573,24397,23897,28706,29115,28565,28736,27821,24433,24033,28806,29240,29319,29755,28742,24691,24475,29138,28294,23780,27932,27551
31717,29814,27083,27015,30712,31261,30943,30915,29264,26203,26486,30680,30922,30402,30815,29454,26536,26441,30687,31208,31167,30941,30076,26522,26796,30469,29519,25996,30133,29219
29844,28165,26048,26281,28566,29184,28962,29035,27728,25509,26142,28770,28707,28368,28986,27986,25812,26145,29052,29489,29365,29224,28440,26044,26624,28817,28113,25960,28960,28341
26949,25955,24159,24404,25716,26441,26132,26591,25336,23604,24083,25922,25828,25610,26282,25723,23964,24195,26250,26542,26561,26547,26202,24044,24556,25846,25535,23908,26054,26097
24880,24165,22617,22684,23500,24566,24151,24670,24105,22159,22390,24002,24061,24039,24473,24102,22191,22448,24190,24528,24568,24745,24665,22459,22669,23639,23523,21916,24026,24382
23470,22681,21207,21227,22071,23261,22777,23482,22910,20761,21223,22918,22912,22859,23374,22711,20768,21051,22988,23086,23334,23448,23268,21001,21225,22263,22155,20530,22656,22853
22172,21474,20020,20321,21072,22228,21775,22533,21805,19705,20314,21786,22044,21902,22391,21587,19694,20177,21857,22131,22361,22502,22017,19869,20217,21262,20882,19707,21585,21488
21360,20560,19146,19766,20520,21759,21294,22017,21118,19072,19849,21284,21548,21346,21887,20911,19045,19704,21469,21635,21942,22109,21399,19163,19835,20683,20123,19255,20974,20778
21226,20189,18572,19580,20329,21509,21040,21863,20706,18656,19636,20942,21365,21201,21609,20559,18715,19610,21255,21574,21847,21842,20977,18900,19723,20584,19701,19201,20809,20480
21657,20036,18467,20044,20909,21987,21464,22246,20500,18696,20105,21424,21683,21742,21929,20385,18552,20089,21638,21976,22282,22159,20721,18908,20133,21098,19409,19655,21149,20450
23678,20286,18736,22288,22883,24077,23502,24222,20838,19016,22457,23549,23547,23619,23886,20933,18855,22392,23511,24077,24200,23975,21136,19153,22583,23142,19339,21746,22917,20950
27110,21312,19402,25792,26669,27772,27036,27502,21700,19474,25908,26684,26668,26692,27103,21844,19285,25748,26412,27302,27147,26817,21826,19325,26019,26315,19550,24549,25619,21454
29199,22176,19608,27716,28742,29757,28978,29059,22488,19581,27646,28302,28201,28162,28761,22568,19533,27598,28030,29096,29014,28430,22921,19687,28183,28447,19884,26339,27280,22346
29103,23261,20657,28064,28578,29452,28964,28974,23539,19971,27815,28120,28088,27887,28860,23604,20460,27717,27996,29015,29563,28799,24617,20987,29019,28883,21210,26598,27431,23548
28652,24047,21815,27889,27368,28093,27820,27995,23732,20388,27309,27504,27104,27139,28442,24025,20998,27105,27292,28352,29304,28521,25742,22061,29294,28666,22028,26382,27302,24271
27721,23882,22186,26842,26626,26735,26575,26906,22885,20226,26542,26922,26308,26439,27825,23676,21023,26198,26801,27639,28935,27945,25719,22624,29320,28069,22137,26023,26884,24170
27095,23672,22384,26591,25946,25713,25962,26238,22234,19923,26206,26437,25758,26103,27219,23163,20604,25627,26358,27108,28735,27741,25477,22859,28976,27587,22430,25662,26483,23496
26372,23406,22168,26444,25815,25414,25691,25846,22112,20003,26415,26318,25636,25927,26851,23134,20264,25446,26503,27000,28539,28003,25520,23210,28968,27609,22686,25689,26441,23347
25816,23091,22025,26071,25207,24870,25104,24976,21820,20155,25913,25941,25258,25396,26215,22702,20149,25172,26299,26415,28374,27538,24960,23257,28871,27360,22700,25518,26037,22945
24804,22136,20410,25353,24461,24148,24606,24232,20696,19047,24981,25261,24465,24784,25108,21655,19040,24668,25903,25661,27841,26846,23539,21828,28100,26977,21133,25337,25391,21791
24214,21605,19647,25331,23865,23835,24229,24293,20031,18461,24282,24838,24076,24443,24589,21042,18569,24352,25496,25177,27442,26326,22740,21067,27627,26467,20093,25134,25036,21130
24380,21643,20242,25403,24195,24084,24770,25021,20620,18880,25026,25224,24620,24994,24851,21088,18996,24623,25654,25503,27697,26403,22394,21094,27772,26456,20110,24989,25052,21268
